class,jo,prod
214,117002ATB,bevantolol hydrochloride
214,122601ATB,candesartan cilexetil
214,122602ATB,candesartan cilexetil
214,122603ATB,candesartan cilexetil
214,122901ATB,captopril
214,122902ATB,captopril
214,122903ATB,captopril
214,125001ATB,carvedilol
214,125002ATB,carvedilol
214,125003ATB,carvedilol
214,125004ACR,carvedilol
214,125004ATR,carvedilol
214,125005ATB,carvedilol
214,125006ACR,carvedilol
214,125006ATR,carvedilol
214,125007ACR,carvedilol
214,125007ATR,carvedilol
214,125008ACR,carvedilol
214,125008ATR,carvedilol
214,133001ATB,cilazapril
214,133002ATB,cilazapril
214,133003ATB,cilazapril
214,133101ATB,cilnidipine
214,133102ATB,cilnidipine
214,149102ATB,doxazosin mesylate (as doxazocin
214,149104ATR,doxazosin mesylate (as doxazocin
214,151601ATB,enalapril maleate
214,151603ATB,enalapril maleate
214,157501ATR,felodipine
214,157503ATR,felodipine
214,170701ATB,hydralazine hydrochloride
214,174401ATR,indapamide
214,177301ATB,irbesartan
214,177303ATB,irbesartan
214,180301ATB,lacidipine
214,180302ATB,lacidipine
214,180303ATB,lacidipine
214,182001ATB,lercanidipine hydrochloride
214,184501ATB,lisinopril
214,185701ATB,losartan potassium (as losartan
214,185702ATB,losartan potassium (as losartan
214,185703ATB,losartan potassium (as losartan
214,188001ATB,manidipine hydrochloride
214,188002ATB,manidipine hydrochloride
214,196102ATB,minoxidil
214,211301ATB,perindopril tertbutylamine
214,211302ATB,perindopril tertbutylamine
214,222401ATB,ramipril
214,222402ATB,ramipril
214,222404ATB,ramipril
214,247101ATB,valsartan
214,247102ATB,valsartan
214,247103ATB,valsartan
214,247104ATB,valsartan
214,262100ATB,atenolol
214,262100ATB,chlorthalidone
214,262500ATB,hydrochlorothiazide
214,262500ATB,losartan potassium (as losartan
214,378900ATB,hydrochlorothiazide
214,378900ATB,losartan potassium (as losartan
214,486900ATB,hydrochlorothiazide
214,486900ATB,losartan potassium (as losartan
214,356400ATB,hydrochlorothiazide
214,356400ATB,valsartan
214,442600ATB,hydrochlorothiazide
214,442600ATB,valsartan
214,378801ATB,telmisartan
214,378802ATB,telmisartan
214,378803ATB,telmisartan
214,385700ATB,hydrochlorothiazide
214,385700ATB,irbesartan
214,385800ATB,hydrochlorothiazide
214,385800ATB,irbesartan
214,423700ATB,candesartan cilexetil
214,423700ATB,hydrochlorothiazide
214,429201ATB,eprosartan mesylate (as eprosartan
214,443200ATB,hydrochlorothiazide
214,443200ATB,telmisartan
214,443300ATB,hydrochlorothiazide
214,443300ATB,telmisartan
214,502600ATB,hydrochlorothiazide
214,502600ATB,telmisartan
214,447100ATB,felodipine
214,447100ATB,ramipril
214,447200ATB,felodipine
214,447200ATB,ramipril
214,459801ACH,amlodipine maleate (as amlodipine
214,459801ATB,amlodipine maleate (as amlodipine
214,459802ACH,amlodipine maleate (as amlodipine
214,459901ATB,amlodipine camsylate (as amlodipine
214,459902ATB,amlodipine camsylate (as amlodipine
214,460500ATB,eprosartan mesylate (as eprosartan
214,460500ATB,hydrochlorothiazide
214,464601ATB,amlodipine adipate (as amlodipine
214,468501ATB,olmesartan medoxomil
214,468502ATB,olmesartan medoxomil
214,468503ATB,olmesartan medoxomil
214,469800ATB,bisoprolol fumarate
214,469800ATB,hydrochlorothiazide
214,469900ATB,bisoprolol fumarate
214,469900ATB,hydrochlorothiazide
214,470000ATB,bisoprolol fumarate
214,470000ATB,hydrochlorothiazide
214,470801ATB,amlodipine mesylate monohydrate (as amlodipine
214,470802ATB,amlodipine mesylate monohydrate (as amlodipine
214,476201ATB,amlodipine orotate (as amlodipine
214,479701ATB,amlodipine nicotinate (as amlodipine
214,483101ATB,S-atenolol
214,483102ATB,S-atenolol
214,483201ATB,S-amlodipine besylate (as S-amlodipine
214,483202ATB,S-amlodipine besylate (as S-amlodipine
214,483401ACH,Phenoxybenzamine
214,485201ATB,bosentan hydrate (as bosentan
214,485202ATB,bosentan hydrate (as bosentan
214,486501ATB,S-amlodipine nicotinate (as S-amlodipine
214,486502ATB,S-amlodipine nicotinate (as S-amlodipine
214,486503ATB,S-amlodipine nicotinate (as S-amlodipine
214,489501ATB,nebivolol hydrochloride (as nebivolol
214,489502ATB,nebivolol hydrochloride (as nebivolol
214,489503ATB,nebivolol hydrochloride (as nebivolol
214,492800ATB,amlodipine besylate (as amlodipine
214,492800ATB,valsartan
214,492900ATB,amlodipine besylate (as amlodipine
214,492900ATB,valsartan
214,495800ATB,amlodipine besylate (as amlodipine
214,495800ATB,valsartan
214,500500ATB,amlodipine besylate (as amlodipine
214,500500ATB,olmesartan medoxomil
214,582200ATB,amlodipine besylate (as amlodipine
214,582200ATB,olmesartan medoxomil
214,582400ATB,amlodipine besylate (as amlodipine
214,582400ATB,olmesartan medoxomil
214,501601ATB,perindopril arginine
214,501602ATB,perindopril arginine
214,502700ATB,amlodipine camsylate (as amlodipine
214,502700ATB,losartan potassium (as losartan
214,503000ATB,amlodipine camsylate (as amlodipine
214,503000ATB,losartan potassium (as losartan
214,513900ATB,amlodipine camsylate (as amlodipine
214,513900ATB,losartan potassium (as losartan
214,511500ATB,amlodipine besylate (as amlodipine
214,511500ATB,telmisartan
214,511600ATB,amlodipine besylate (as amlodipine
214,511600ATB,telmisartan
214,511700ATB,amlodipine besylate (as amlodipine
214,511700ATB,telmisartan
214,623100ATB,amlodipine besylate (as amlodipine
214,623100ATB,telmisartan
214,513600ATB,hydrochlorothiazide
214,513600ATB,olmesartan medoxomil
214,515201ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,515202ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,515203ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,519700ATB,amlodipine besylate (as amlodipine
214,519700ATB,hydrochlorothiazide
214,519700ATB,olmesartan medoxomil
214,519800ATB,amlodipine besylate (as amlodipine
214,519800ATB,hydrochlorothiazide
214,519800ATB,olmesartan medoxomil
214,520000ATB,amlodipine besylate (as amlodipine
214,520000ATB,hydrochlorothiazide
214,520000ATB,olmesartan medoxomil
214,521200ATB,S-amlodipine besylate (as S-amlodipine
214,521200ATB,telmisartan
214,521300ATB,S-amlodipine besylate (as S-amlodipine
214,521300ATB,telmisartan
214,521400ATB,S-amlodipine besylate (as S-amlodipine
214,521400ATB,telmisartan
214,644800ATB,telmisartan
214,644800ATB,S-amlodipine besylate (as S-amlodipine
214,522000ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,522000ATB,hydrochlorothiazide
214,526800ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,526800ATB,hydrochlorothiazide
214,522200ATB,lercanidipine hydrochloride
214,522200ATB,valsartan
214,522300ATB,lercanidipine hydrochloride
214,522300ATB,valsartan
214,522400ATB,lercanidipine hydrochloride
214,522400ATB,valsartan
214,522600ATB,S-amlodipine besylate (as S-amlodipine
214,522600ATB,valsartan
214,522700ATB,S-amlodipine besylate (as S-amlodipine
214,522700ATB,valsartan
214,522800ATB,S-amlodipine besylate (as S-amlodipine
214,522800ATB,valsartan
214,522900ATB,amlodipine adipate (as amlodipine
214,522900ATB,valsartan
214,523000ATB,amlodipine adipate (as amlodipine
214,523000ATB,valsartan
214,523100ATB,amlodipine adipate (as amlodipine
214,523100ATB,valsartan
214,523200ATB,amlodipine orotate (as amlodipine
214,523200ATB,valsartan
214,523300ATB,amlodipine orotate (as amlodipine
214,523300ATB,valsartan
214,523400ATB,amlodipine oratate (as amlodipine
214,523400ATB,valsartan
214,547600ATB,olmesartan medoxomil
214,547600ATB,amlodipine maleate (as amlodipine
214,547700ATB,olmesartan medoxomil
214,547700ATB,amlodipine maleate (as amlodipine
214,547800ATB,s-amlodipine nicotinate (as s-amlodipine
214,547800ATB,olmesartan medoxomil
214,547900ATB,s-amlodipine nicotinate (as s-amlodipine
214,547900ATB,olmesartan medoxomil
214,548000ATB,s-amlodipine nicotinate (as s-amlodipine
214,548000ATB,olmesartan medoxomil
214,631300ATB,s-amlodipine nicotinate (as s-amlodipine
214,631300ATB,olmesartan medoxomil
214,553301ATB,sildenafil citrate (as sildenafil
214,556200ATB,indapamide
214,556200ATB,perindopril arginine
214,564701ATB,ambrisentan
214,564702ATB,ambrisentan
214,629400ATB,amlodipine orotate (as amlodipine
214,629400ATB,olmesartan medoxomil
214,629500ATB,amlodipine orotate (as amlodipine
214,629500ATB,olmesartan medoxomil
214,629600ATB,amlodipine orotate (as amlodipine
214,629600ATB,olmesartan medoxomil
214,632201ATB,micronized macitentan
214,632800ATB,olmesartan medoxomil
214,632800ATB,S-amlodipine besylate (as S-amlodipine
214,632900ATB,olmesartan medoxomil
214,632900ATB,S-amlodipine besylate (as S-amlodipine
214,633000ATB,olmesartan medoxomil
214,633000ATB,S-amlodipine besylate (as S-amlodipine
214,637400ATB,amlodipine besylate (as amlodipine
214,637400ATB,losartan potassium (as losartan
214,637500ATB,amlodipine besylate (as amlodipine
214,637500ATB,losartan potassium (as losartan
214,637600ATB,amlodipine besylate (as amlodipine
214,637600ATB,losartan potassium (as losartan
214,651900ATB,amlodipine besylate (as amlodipine
214,651900ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,652000ATB,amlodipine besylate (as amlodipine
214,652000ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,652100ATB,amlodipine besylate (as amlodipine
214,652100ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,652700ATB,amlodipine besylate (as amlodipine
214,652700ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,652301ATB,selexipag
214,652302ATB,selexipag
214,652303ATB,selexipag
214,652304ATB,selexipag
214,652900ATB,amlodipine besylate (as amlodipine
214,652900ATB,candesartan cilexetil
214,653000ATB,amlodipine besylate (as amlodipine
214,653000ATB,candesartan cilexetil
214,653100ATB,amlodipine besylate (as amlodipine
214,653100ATB,candesartan cilexetil
214,662402ATB,azilsartan medoxomil potassium (as azilsartan medoxomil
214,662403ATB,azilsartan medoxomil potassium (as azilsartan medoxomil
214,662800ATB,amlodipine camsylate (as amlodipine
214,662800ATB,losartan potassium (as losartan
214,662800ATB,chlorthalidone
214,662900ATB,amlodipine camsylate (as amlodipine
214,662900ATB,losartan potassium (as losartan
214,662900ATB,chlorthalidone
214,663000ATB,amlodipine camsylate (as amlodipine
214,663000ATB,losartan potassium (as losartan
214,663000ATB,chlorthalidone
214,663500ATB,amlodipine besylate  (as amlodipine
214,663500ATB,hydrochlorothiazide
214,663500ATB,telmisartan
214,663600ATB,amlodipine besylate  (as amlodipine
214,663600ATB,hydrochlorothiazide
214,663600ATB,telmisartan
214,663700ATB,amlodipine besylate  (as amlodipine
214,663700ATB,hydrochlorothiazide
214,663700ATB,telmisartan
214,663800ATB,amlodipine besylate  (as amlodipine
214,663800ATB,hydrochlorothiazide
214,663800ATB,telmisartan
214,673500ATB,azilsartan medoxomil potassium (as azilsartan medoxomil
214,673500ATB,chlorthalidone
214,673600ATB,azilsartan medoxomil potassium (as azilsartan medoxomil
214,673600ATB,chlorthalidone
214,682700ATB,amlodipine besylate (as amlodipine
214,682700ATB,chlorthalidone
214,682700ATB,telmisartan
214,682800ATB,amlodipine besylate (as amlodipine
214,682800ATB,chlorthalidone
214,682800ATB,telmisartan
214,682900ATB,amlodipine besylate (as amlodipine
214,682900ATB,chlorthalidone
214,682900ATB,telmisartan
214,697300ATB,S-amlodipine nicotinate (as S-amlodipine
214,697300ATB,telmisartan
214,697400ATB,S-amlodipine nicotinate (as S-amlodipine
214,697400ATB,telmisartan
214,697500ATB,S-amlodipine nicotinate (as S-amlodipine
214,697500ATB,telmisartan
214,697600ATB,S-amlodipine nicotinate (as S-amlodipine
214,697600ATB,telmisartan
214,701401ATB,azelnidipine
214,701402ATB,azelnidipine
214,707500ATB,amlodipine besylate (as amlodipine
214,707500ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,707500ATB,hydrochlorothiazide
214,707600ATB,amlodipine besylate (as amlodipine
214,707600ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,707600ATB,hydrochlorothiazide
214,707700ATB,amlodipine besylate (as amlodipine
214,707700ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,707700ATB,hydrochlorothiazide
214,710700ATB,amlodipine besylate (as amlodipine
214,710700ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,710700ATB,hydrochlorothiazide
214,709000ATB,chlorthalidone
214,709000ATB,losartan potassium (as losartan
214,709100ATB,chlorthalidone
214,709100ATB,losartan potassium (as losartan
214,721100ATB,chlorthalidone
214,721100ATB,losartan potassium (as losartan
214,716100ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,716100ATB,S-amlodipine besylate (as S-amlodipine
214,717500ATB,fimasartan potassium trihydrate (as fimasartan potassium
214,717500ATB,S-amlodipine besylate (as S-amlodipine
214,728200ATB,amlodipine besylate (as amlodipine
214,728200ATB,irbesartan
214,728300ATB,amlodipine besylate (as amlodipine
214,728300ATB,irbesartan
214,728400ATB,amlodipine besylate (as amlodipine
214,728400ATB,irbesartan
215,146602ACH,diosmin
215,146603ATB,diosmin
215,163601ATB,fraction flavonoid purifiee micronise
215,478801ATB,naftazone
216,195601ATB,midodrine hydrochloride
217,145701ACR,diltiazem hydrochloride
217,145703ACR,diltiazem hydrochloride
217,145706ATB,diltiazem hydrochloride
217,145707ACR,diltiazem hydrochloride
217,145707ATR,diltiazem hydrochloride
217,160501ACH,flunarizine hydrochloride
217,178403ACR,isosorbide dinitrate
217,178406ACR,isosorbide dinitrate
217,178407ATR,isosorbide dinitrate
217,178501ATB,isosorbide mononitrate
217,178502ATB,isosorbide mononitrate
217,178503ACR,isosorbide mononitrate
217,178504ATR,isosorbide mononitrate
217,178506ATR,isosorbide mononitrate
217,197001ATB,molsidomin
217,197002ATB,molsidomin
217,198601ACH,nafronyl oxalate
217,198601ATB,nafronyl oxalate
217,201301ATB,nicorandil
217,201405ATR,nifedipine
217,201409ATR,nifedipine
217,201901ATB,nimodipine
217,202602ATL,diluted nitroglycerin (as nitroglycerin
217,244501ATB,trimetazidine hydrochloride
217,244502ATR,trimetazidine hydrochloride
217,247603ATR,verapamil hydrochloride
217,247605ATR,verapamil hydrochloride
217,247606ATB,verapamil hydrochloride
217,247607ATB,verapamil hydrochloride
217,356202ATR,nisoldipine
217,356203ATR,nisoldipine
217,441201ATB,efonidipine
217,441202ATB,efonidipine
217,528201ATR,nifedipine(micronized)
218,102201ACH,acipimox
218,111501ATB,atorvastatin calcium (as atorvastatin
218,111502ATB,atorvastatin calcium (as atorvastatin
218,111503ATB,atorvastatin calcium (as atorvastatin
218,111504ATB,atorvastatin calcium (as atorvastatin
218,117101ATB,bezafibrate
218,117102ATR,bezafibrate
218,136901ATB,clopidogrel bisulfate (as clopidogrel
218,136902ATB,clopidogrel bisulfate (as clopidogrel
218,157702ACR,fenofibrate pellet (as fenofibrate
218,157704ATB,fenofibrate(micronized)
218,162403ATR,fluvastatin
218,165001ACH,gemfibrozil
218,185801ATB,lovastatin
218,194901ACH,fenofibrate granule(micronized) (as fenofibrate
218,194902ACH,fenofibrate granule(micronized) (as fenofibrate
218,194930ACH,fenofibrate(micronized)
218,194930ATB,fenofibrate(micronized)
218,216601ATB,pravastatin sodium
218,216602ATB,pravastatin sodium
218,216603ATB,pravastatin sodium
218,216604ATB,pravastatin sodium
218,227801ATB,simvastatin
218,227801ATR,simvastatin
218,227802ATB,simvastatin
218,227806ATB,simvastatin
218,454001ATB,rosuvastatin calcium (as rosuvastatin
218,454001ATD,rosuvastatin calcium (as rosuvastatin
218,454002ATB,rosuvastatin calcium (as rosuvastatin
218,454002ATD,rosuvastatin calcium (as rosuvastatin
218,454003ATB,rosuvastatin calcium (as rosuvastatin
218,454003ATD,rosuvastatin calcium (as rosuvastatin
218,454005ATB,rosuvastatin calcium (as rosuvastatin
218,462201ATB,ezetimibe
218,470901ATB,pitavastatin calcium
218,470902ATB,pitavastatin calcium
218,470903ATB,pitavastatin calcium
218,471000ATB,ezetimibe
218,471000ATB,simvastatin
218,471100ATB,ezetimibe
218,471100ATB,simvastatin
218,507800ATB,ezetimibe
218,507800ATB,simvastatin
218,492501ATB,clopidogrel resinate (as clopidogrel
218,495201ATB,clopidogrel besylate (as clopidogrel
218,498801ATB,clopidogrel napadisilate monohydrate (as clopidogrel
218,498900ATB,ginkgo biloba ext.
218,498900ATB,ticlopidine hydrochloride
218,501501ATB,clopidogrel camsylate (as clopidogrel
218,502201ATB,atorvastatin strontium pentahydrate (as atorvastatin
218,502202ATB,atorvastatin strontium pentahydrate (as atorvastatin
218,502203ATB,atorvastatin strontium pentahydrate (as atorvastatin
218,502204ATB,atorvastatin strontium pentahydrate (as atorvastatin
218,517900ACE,aspirin
218,517900ACE,clopidogrel bisulfate (as clopidogrel
218,517900ATE,aspirin
218,517900ATE,clopidogrel bisulfate (as clopidogrel
218,667500ACE,aspirin
218,667500ACE,clopidogrel bisulfate (as clopidogrel
218,519300ACH,fenofibrate
218,519300ACH,pravastatin sodium
218,520301ACH,fenofibric acid
218,520302ATE,fenofibric acid
218,597301ATB,prasugrel hydrochloride (as prasugrel
218,597302ATB,prasugrel hydrochloride (as prasugrel
218,615901ATB,ticagrelor
218,615902ATB,ticagrelor
218,633800ATB,atorvastatin calcium (as atorvastatin
218,633800ATB,ezetimibe
218,633900ATB,atorvastatin calcium (as atorvastatin
218,633900ATB,ezetimibe
218,634600ATB,atorvastatin calcium (as atorvastatin
218,634600ATB,ezetimibe
218,634800ATB,atorvastatin calcium (as atorvastatin
218,634800ATB,ezetimibe
218,640700ATB,ezetimibe
218,640700ATB,rosuvastatin calcium (as rosuvastatin
218,640800ATB,ezetimibe
218,640800ATB,rosuvastatin calcium (as rosuvastatin
218,640900ATB,ezetimibe
218,640900ATB,rosuvastatin calcium (as rosuvastatin
218,701100ATB,ezetimibe
218,701100ATB,rosuvastatin calcium (as rosuvastatin
218,642301ACR,choline fenofibrate (as fenofibric acid
218,642301ATR,choline fenofibrate (as fenofibric acid
218,663400ACS,omega-
218,663400ACS,rosuvastatin calcium (as rosuvastatin
218,679300ACH,fenofibrate granule(micronized) (as fenofibrate
218,679300ACH,pitavastatin calcium
218,679401ACS,omega-
218,679402ACS,omega-
218,679403ACS,omega-
218,694000ACS,atorvastatin calcium (as atorvastatin
218,694000ACS,omega-
218,711200ACS,atorvastatin calcium (as atorvastatin
218,711200ACS,omega-
218,699400ATB,ezetimibe
218,699400ATB,pitavastatin calcium
218,699500ATB,ezetimibe
218,699500ATB,pitavastatin calcium
218,702800ATB,ezetimibe
218,702800ATB,fenofibrate
218,721300ATB,atorvastatin calcium (as atorvastatin
